duration,year,hour
30.0,1997,21
420.0,2008,19
30.0,2009,22
4.0,2014,0
60.0,2014,13
37800.0,2010,22
300.0,1978,17
300.0,2005,1
300.0,1998,0
7200.0,1998,22
2.0,1998,23
1.0,2008,23
180.0,1993,12
300.0,2008,19
600.0,2010,20
4.0,2008,20
120.0,2005,9
300.0,2011,19
300.0,2011,21
30.0,2005,19
120.0,2004,18
120.0,2005,20
720.0,2012,21
1200.0,2002,20
10.0,1987,0
300.0,1979,22
60.0,2004,14
30.0,1999,7
21600.0,2007,21
15.0,2007,22
7200.0,2003,23
600.0,2007,19
5400.0,2002,17
150.0,2004,6
5.0,2008,21
600.0,2006,23
1200.0,2009,1
600.0,2012,20
3600.0,2011,22
600.0,2013,20
1.5,2011,19
60.0,2007,7
300.0,2004,6
600.0,2013,22
600.0,2012,23
10.0,2010,19
120.0,1996,3
5.0,2009,23
2700.0,2010,19
3600.0,2013,19
1200.0,2013,19
7200.0,2010,2
30.0,2010,22
180.0,2012,21
60.0,2004,20
10.0,2002,2
300.0,2013,23
900.0,1988,22
480.0,2000,20
60.0,2012,13
3.5,1999,22
15.0,2007,18
180.0,2007,23
300.0,2004,5
360.0,2007,20
300.0,2008,1
15.0,2014,20
480.0,2001,5
180.0,1978,3
120.0,2014,21
10.0,2002,11
5.0,1995,23
45.0,1984,20
3.0,1999,18
900.0,2013,1
1200.0,2006,5
300.0,2006,5
45.0,1993,20
900.0,2006,5
1200.0,2014,20
1200.0,1964,21
60.0,2009,6
60.0,2008,20
120.0,2009,20
240.0,2009,20
180.0,2001,7
120.0,1974,21
300.0,1974,3
480.0,2012,23
600.0,2007,21
45.0,2013,22
15.0,2000,0
10.0,2007,23
120.0,1990,20
1000.0,2012,13
1740.0,2014,22
1080.0,2014,22
6.0,2003,20
7.0,1994,6
5.0,2003,20
5.0,2003,20
180.0,2005,1
20.0,1999,21
15.0,2007,6
90.0,2003,4
180.0,2009,3
120.0,2007,21
1200.0,2007,15
15.0,2014,19
600.0,2014,22
600.0,2005,22
120.0,1999,22
120.0,2008,14
30.0,1999,23
300.0,1999,7
30.0,2004,16
30.0,2001,15
420.0,1979,3
5.0,2003,20
5.0,2007,21
600.0,2005,23
6.0,1996,23
360.0,1998,18
5.0,2004,0
240.0,2010,22
20.0,1993,23
15.0,2011,21
60.0,2001,3
600.0,2007,12
300.0,2004,1
120.0,1967,8
20.0,1999,23
60.0,2001,21
2.0,2012,21
60.0,2003,19
180.0,2011,8
120.0,2010,22
900.0,1992,19
240.0,2008,7
1200.0,2007,4
60.0,2011,23
20.0,2010,1
30.0,2000,22
300.0,2013,9
600.0,2007,21
3600.0,2010,18
15.0,2011,20
900.0,2009,20
900.0,2004,17
10.0,2012,21
10.0,2014,17
259200.0,1991,3
8.0,2002,23
300.0,1995,19
1800.0,2009,18
120.0,2008,21
600.0,2003,14
1.0,2012,20
720.0,2002,13
480.0,2011,22
2400.0,2004,4
1800.0,2003,5
180.0,1999,20
60.0,2008,0
3600.0,2011,12
300.0,1981,17
180.0,2000,18
10.0,2006,20
10.0,2010,2
100.0,2008,21
900.0,2008,21
5.0,2014,23
5.0,2011,19
3.0,2012,21
600.0,2011,21
5.0,1973,22
300.0,2000,19
30.0,2009,15
60.0,1983,20
120.0,2012,20
900.0,2013,22
120.0,2013,22
6.0,2011,23
600.0,2008,1
660.0,2013,9
90.0,2005,0
420.0,2000,21
1800.0,2004,14
300.0,2013,20
120.0,2012,21
120.0,2014,23
30.0,2008,19
600.0,2013,14
60.0,2005,17
480.0,2006,20
5.0,2011,14
1845.0,2004,21
240.0,2003,1
900.0,2000,19
1800.0,2002,19
18000.0,2007,2
7200.0,2007,3
10.0,2005,22
60.0,2003,23
30.0,2010,22
3600.0,2004,20
300.0,2009,11
2700.0,1999,4
30.0,2005,13
900.0,2004,0
600.0,2006,21
8.0,1999,22
180.0,2010,17
240.0,2010,0
30.0,2000,1
900.0,2002,20
60.0,2001,23
120.0,2007,6
360.0,2013,20
30.0,2003,20
900.0,2013,20
120.0,2008,18
60.0,1983,0
240.0,1993,3
3600.0,2013,1
4.0,2001,21
45.0,2009,1
900.0,2002,21
45.0,2008,2
180.0,2012,23
180.0,2004,22
120.0,2007,22
15.0,2005,1
900.0,2008,9
10.0,2010,1
600.0,2009,22
1.0,2005,23
180.0,2011,22
600.0,2012,20
2.0,2010,21
600.0,2009,19
600.0,2012,20
60.0,2005,21
90.0,2009,0
7.0,2005,22
300.0,1994,0
300.0,2008,19
30.0,2013,22
900.0,2000,21
60.0,2005,21
60.0,1982,11
60.0,2000,5
3000.0,2008,9
10.0,2007,19
10.0,2013,19
10.0,2005,22
180.0,2014,22
60.0,2011,19
180.0,2010,6
120.0,2009,20
6.0,2005,4
3600.0,2013,5
10.0,2003,22
120.0,2004,0
300.0,2008,3
300.0,2010,22
240.0,2005,1
300.0,2005,21
120.0,1999,23
120.0,2005,1
900.0,2007,0
600.0,2004,22
12.0,1975,9
120.0,2011,13
300.0,2012,23
300.0,1999,21
300.0,1998,22
300.0,2012,11
2700.0,2005,1
180.0,2013,4
3600.0,2013,23
300.0,1981,2
240.0,2012,21
300.0,2001,14
120.0,2004,21
180.0,2010,13
5400.0,2010,20
2.0,1999,23
180.0,2010,2
300.0,2013,23
900.0,2004,13
3.0,2008,23
60.0,2012,23
90.0,2013,23
1800.0,2009,21
1200.0,1963,22
600.0,2003,20
15.0,2002,20
1020.0,2002,7
600.0,2009,9
30.0,2004,9
1500.0,2000,22
600.0,2003,22
60.0,2008,20
2100.0,2010,23
300.0,2011,22
300.0,2003,21
10.0,2003,1
1.0,2000,22
2.0,2005,23
180.0,2008,6
10.0,1996,22
420.0,2002,10
300.0,2005,14
45.0,2002,0
15.0,2001,21
600.0,1985,21
30.0,2009,4
300.0,2005,22
300.0,2005,21
120.0,2009,19
3600.0,1965,20
7200.0,2009,19
30.0,1999,9
420.0,2001,15
2400.0,2001,15
300.0,1966,16
4.0,2011,3
40.0,2009,20
180.0,2007,22
120.0,2014,0
720.0,2009,10
15.0,2007,19
60.0,2010,23
120.0,2003,19
2.0,2007,13
60.4,2003,19
109800.0,2008,10
5.0,2008,0
900.0,2002,20
900.0,2007,22
2700.0,2003,21
180.0,2006,22
300.0,2007,22
120.0,2002,23
20.0,2000,22
15.0,2008,18
600.0,2009,22
90.0,2013,1
60.0,2013,20
60.0,2005,19
300.0,2014,16
300.0,2009,0
120.0,2007,19
600.0,2012,13
2.0,2009,22
300.0,2010,19
300.0,2009,11
240.0,2010,19
120.0,2007,22
600.0,2011,19
300.0,2012,10
30.0,2010,23
180.0,2010,20
900.0,2005,6
300.0,2008,22
480.0,2007,20
900.0,2007,21
1200.0,2010,22
480.0,2007,20
900.0,2005,21
3.0,1982,22
10.0,2004,19
1200.0,2002,18
5.0,1999,22
6.0,1998,21
30.0,2013,22
420.0,1990,21
4.0,2000,22
10.0,2013,23
1.0,1998,23
120.0,1999,22
7200.0,2008,23
900.0,1980,16
300.0,2007,22
1800.0,2007,22
4.0,2000,23
600.0,1998,23
300.0,2003,16
800.0,2010,13
30.0,2001,9
1800.0,2003,21
20.0,2011,20
20.0,2001,21
3600.0,1999,2
900.0,2012,22
2.0,2008,0
420.0,2013,22
5.0,2000,18
30.0,2004,20
4860.0,2006,0
15.0,2004,18
21600.0,2007,13
120.0,1999,11
10.0,1999,19
120.0,2004,22
30.0,2004,22
120.0,1996,1
1.0,2014,19
180.0,2001,23
15.0,2007,15
900.0,2007,23
15.0,2005,22
420.0,2007,21
180.0,2005,0
120.0,2013,20
4.0,2001,23
6.0,1976,11
180.0,2012,9
300.0,1964,15
600.0,2005,1
10.0,2010,21
600.0,1955,21
480.0,2009,23
300.0,2014,20
120.0,2000,23
10.0,2000,18
600.0,2007,1
480.0,2010,2
300.0,2000,22
1800.0,2002,3
180.0,2000,18
1200.0,2000,21
1200.0,2013,22
90.0,2013,20
7200.0,2008,9
3600.0,2012,21
259200.0,2007,19
105.0,2008,0
300.0,2000,18
1800.0,1996,1
